		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 1.205078	M = 625	N = 8	m = 9	n = 5000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000110101    1    5    1    1    0    2    2    0 15.841616 0.044704 SUCCESS  24
000110111    1    2    1    1    0    1    0    1  3.174633 0.922925 SUCCESS  25
000111001    1    1    1    1    0    0    1    2  3.174633 0.922925 SUCCESS  26
000111011    3    0    1    0    1    0    0    1  7.758843 0.457375 SUCCESS  27
000111101    2    1    1    0    2    0    1    2  4.174222 0.841072 SUCCESS  28
000111111    0    1    1    5    1    4    2    1 20.730337 0.007899 FAILURE  29
001000011    0    1    0    0    1    6    4    1 29.898757 0.000220 FAILURE  30
001000101    1    0    3    0    3    1    1    1  8.063354 0.427306 SUCCESS  31
001000111    2    0    3    2    0    0    1    1  7.563559 0.477220 SUCCESS  32
001001011    1    0    2    0    3    3    1    0  9.758022 0.282422 SUCCESS  33
001001101    5    1    1    2    0    0    1    3 18.036079 0.020958 SUCCESS  34
001001111    2    2    2    0    1    3    0    1  6.868480 0.550887 SUCCESS  35
001010011    3    1    1    0    4    0    0    2 13.647153 0.091439 SUCCESS  36
001010101    0    2    0    2    0    5    0    2 18.731158 0.016365 SUCCESS  37
001010111    1    1    2    0    0    1    2    2  4.174222 0.841072 SUCCESS  38
001011011    0    3    2    1    0    0    0    1  8.258638 0.408622 SUCCESS  39
001011101    2    0    3    0    1    2    1    0  7.563559 0.477220 SUCCESS  40
001011111    2    1    0    1    5    2    3    0 18.535874 0.017549 SUCCESS  41
001100101    0    1    0    1    3    0    3    1  9.258227 0.320983 SUCCESS  42
001100111    2    1    0    0    1    0    1    0  5.564380 0.695897 SUCCESS  43
001101011    2    3    0    4    0    3    1    2 15.646332 0.047731 SUCCESS  44
001101101    2    1    2    2    2    0    1    0  4.674017 0.791781 SUCCESS  45
001101111    3    2    1    2    1    2    0    1  5.673606 0.683739 SUCCESS  46
001110101    1    0    1    1    0    1    0    2  4.369506 0.822342 SUCCESS  47
001110111    2    0    0    1    0    0    0    2  7.259048 0.508959 SUCCESS  48
001111011    3    1    3    1    2    0    1    1  7.368275 0.497469 SUCCESS  49
001111101    0    2    0    2    1    2    0    2  5.868891 0.661915 SUCCESS  50
001111111    1    4    2    3    3    0    1    2 14.451459 0.070731 SUCCESS  51
010000011    0    1    0    3    0    2    0    2  8.758432 0.363082 SUCCESS  52
010000111    1    0    1    1    1    4    2    1  8.563148 0.380476 SUCCESS  53
010001011    1    0    2    0    1    2    2    1  4.174222 0.841072 SUCCESS  54
010001111    0    2    2    2    0    0    0    1  6.563969 0.584321 SUCCESS  55
010010011    1    1    2    0    0    2    1    1  3.674427 0.885239 SUCCESS  56
010010111    2    0    1    1    1    3    3    1  7.368275 0.497469 SUCCESS  57
010011011    2    1    1    2    2    0    1    2  3.479143 0.900802 SUCCESS  58
010011111    2    2    0    0    3    2    0    0  9.258227 0.320983 SUCCESS  59
010100011    0    0    1    0    0    0    1    0  7.454332 0.488498 SUCCESS  60
010100111    1    3    0    1    3    0    0    3 11.952485 0.153337 SUCCESS  61
010101011    0    0    1    1    0    4    0    2 12.147769 0.144732 SUCCESS  62
010101111    1    1    3    1    1    2    2    0  5.173812 0.738848 SUCCESS  63
010110011    2    1    1    0    3    3    2    2  8.367864 0.398385 SUCCESS  64
010110111    1    2    1    2    0    1    1    2  2.979349 0.935647 SUCCESS  65
010111011    0    1    3    0    2    1    1    1  5.868891 0.661915 SUCCESS  66
010111111    2    0    0    3    5    1    2    1 18.535874 0.017549 SUCCESS  67
011000111    0    1    3    2    1    3    0    0  9.758022 0.282422 SUCCESS  68
011001111    0    2    1    0    2    1    3    2  6.868480 0.550887 SUCCESS  69
011010111    4    3    1    5    2    0    1    2 23.924389 0.002360 FAILURE  70
011011111    2    0    2    0    3    0    0    1  8.758432 0.363082 SUCCESS  71
011101111    2    0    1    0    1    0    0    0  6.759253 0.562816 SUCCESS  72
011111111    2    3    2    1    1    0    1    2  5.673606 0.683739 SUCCESS  73
100000000    0    2    0    1    0    0    1    1  5.564380 0.695897 SUCCESS  74
100010000    0    0    0    1    1    2    5    2 17.036490 0.029731 SUCCESS  75
100100000    0    3    0    1    1    2    2    3  9.062943 0.337014 SUCCESS  76
100101000    1    2    1    0    3    1    0    1  5.868891 0.661915 SUCCESS  77
100110000    0    0    2    2    1    1    1    1  3.674427 0.885239 SUCCESS  78
100111000    3    2    1    1    0    0    0    2  7.563559 0.477220 SUCCESS  79
101000000    1    2    3    1    2    0    2    1  5.673606 0.683739 SUCCESS  80
101000100    3    0    0    2    0    3    4    2 16.841206 0.031806 SUCCESS  81
101001000    0    1    3    0    3    2    2    1  9.062943 0.337014 SUCCESS  82
101001100    2    1    1    0    1    0    2    2  4.174222 0.841072 SUCCESS  83
101010000    0    1    3    2    3    1    2    0  9.062943 0.337014 SUCCESS  84
101010100    1    3    1    2    2    1    0    2  5.673606 0.683739 SUCCESS  85
101011000    0    1    3    1    0    1    1    3  8.063354 0.427306 SUCCESS  86
101011100    2    2    0    2    2    1    0    3  7.368275 0.497469 SUCCESS  87
101100000    2    2    2    0    1    1    0    2  4.674017 0.791781 SUCCESS  88
101100100    2    0    2    1    0    1    0    2  5.369096 0.717496 SUCCESS  89
101101000    2    2    1    3    0    3    1    2  8.367864 0.398385 SUCCESS  90
101101100    3    2    1    0    0    1    3    1  8.563148 0.380476 SUCCESS  91
101110000    0    1    0    1    0    1    1    3  6.563969 0.584321 SUCCESS  92
101110100    1    0    1    0    1    3    2    0  7.063764 0.529769 SUCCESS  93
101111000    0    1    3    2    0    0    2    2  8.063354 0.427306 SUCCESS  94
101111100    2    1    3    1    0    2    0    0  7.563559 0.477220 SUCCESS  95
110000000    1    2    1    1    0    1    0    0  4.369506 0.822342 SUCCESS  96
110000010    1    0    1    1    2    1    1    2  2.479554 0.962678 SUCCESS  97
110000100    0    0    2    1    1    1    3    2  6.368685 0.606007 SUCCESS  98
110001000    1    0    0    2    1    1    1    2  3.674427 0.885239 SUCCESS  99
110001010    0    0    2    0    1    2    2    3  8.063354 0.427306 SUCCESS 100
110010000    0    1    0    1    0    2    0    2  6.064175 0.640043 SUCCESS 101
110010010    4    0    2    1    1    2    3    0 12.952074 0.113509 SUCCESS 102
110010100    2    0    1    0    4    3    1    1 12.452280 0.132136 SUCCESS 103
110011000    0    0    3    2    1    2    0    0  8.758432 0.363082 SUCCESS 104
110011010    0    4    0    2    2    2    0    0 13.147358 0.106879 SUCCESS 105
110100000    1    0    0    1    1    2    1    2  3.674427 0.885239 SUCCESS 106
110100010    3    0    0    1    1    3    3    1 10.757611 0.215815 SUCCESS 107
110100100    0    2    2    0    2    2    0    0  7.063764 0.529769 SUCCESS 108
110101000    0    0    2    2    2    1    2    1  4.674017 0.791781 SUCCESS 109
110101010    1    1    2    1    2    0    0    2  4.174222 0.841072 SUCCESS 110
110101100    0    1    2    1    1    2    0    1  3.674427 0.885239 SUCCESS 111
110110000    3    2    1    0    1    1    1    1  4.674017 0.791781 SUCCESS 112
110110010    1    0    2    2    0    2    1    2  4.674017 0.791781 SUCCESS 113
110110100    1    2    1    2    0    1    1    2  2.979349 0.935647 SUCCESS 114
110111000    0    3    0    2    0    0    1    2  8.758432 0.363082 SUCCESS 115
110111010    1    1    1    0    1    0    0    1  3.869712 0.868683 SUCCESS 116
110111100    2    0    2    0    0    0    0    2  7.758843 0.457375 SUCCESS 117
111000000    0    1    3    0    1    2    0    0  8.258638 0.408622 SUCCESS 118
111000010    1    0    2    2    1    0    2    3  6.868480 0.550887 SUCCESS 119
111000100    0    1    0    1    1    0    1    0  5.064585 0.750651 SUCCESS 120
111000110    1    5    2    3    0    1    0    0 19.230953 0.013672 SUCCESS 121
111001000    0    2    2    2    1    0    0    1  5.369096 0.717496 SUCCESS 122
111001010    1    1    2    1    2    1    2    3  4.478733 0.811557 SUCCESS 123
111001100    2    1    3    2    2    1    0    1  5.673606 0.683739 SUCCESS 124
111010000    0    1    1    1    3    1    1    2  4.674017 0.791781 SUCCESS 125
111010010    1    2    1    1    1    2    2    0  2.979349 0.935647 SUCCESS 126
111010100    0    0    0    1    1    0    0    1  6.259459 0.618194 SUCCESS 127
111010110    2    1    2    1    1    1    0    1  2.479554 0.962678 SUCCESS 128
111011000    4    0    0    1    1    2    0    1 10.952895 0.204383 SUCCESS 129
111011010    1    2    2    1    2    1    2    1  2.284270 0.971033 SUCCESS 130
111011100    0    3    0    3    1    2    2    2  9.562738 0.297066 SUCCESS 131
111100000    0    1    3    0    1    1    0    0  7.758843 0.457375 SUCCESS 132
111100010    0    1    1    1    1    0    2    5 15.341821 0.052830 SUCCESS 133
111100100    2    1    3    1    0    0    0    1  7.063764 0.529769 SUCCESS 134
111100110    1    1    2    1    2    2    0    1  2.979349 0.935647 SUCCESS 135
111101000    1    0    0    0    3    2    3    2 10.257817 0.247395 SUCCESS 136
111101010    0    1    2    2    3    0    0    2  8.063354 0.427306 SUCCESS 137
111101100    4    1    1    3    2    2    0    0 12.952074 0.113509 SUCCESS 138
111101110    1    4    0    3    1    2    1    1 11.257406 0.187536 SUCCESS 139
111110000    1    0    3    1    1    2    1    0  5.868891 0.661915 SUCCESS 140
111110010    0    0    1    0    0    0    0    2  7.954127 0.437964 SUCCESS 141
111110100    2    0    2    3    4    1    2    2 12.756790 0.120496 SUCCESS 142
111110110    2    2    1    2    2    2    1    0  3.978938 0.859019 SUCCESS 143
111111000    0    1    0    1    2    1    2    2  4.174222 0.841072 SUCCESS 144
111111010    1    2    2    5    4    1    0    1 21.230132 0.006561 FAILURE 145
111111100    1    2    0    2    2    0    1    2  4.674017 0.791781 SUCCESS 146
111111110    2    3    2    1    1    0    1    2  5.673606 0.683739 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 1.205078	M = 625	N = 8	m = 9	n = 5000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    1    1    1    1    3    0    1    0  5.369096 0.717496 SUCCESS   0
000000011    1    3    0    1    2    0    2    0  7.563559 0.477220 SUCCESS   1
000000101    0    2    3    1    2    1    0    0  7.563559 0.477220 SUCCESS   2
000000111    0    1    1    3    3    0    1    1  8.063354 0.427306 SUCCESS   3
000001001    2    2    0    2    0    1    4    0 11.952485 0.153337 SUCCESS   4
000001011    1    1    2    2    2    0    2    0  4.674017 0.791781 SUCCESS   5
000001101    2    4    3    0    2    0    2    0 14.646743 0.066389 SUCCESS   6
000001111    0    2    2    3    2    1    0    1  6.868480 0.550887 SUCCESS   7
000010001    0    1    0    0    2    2    1    2  5.369096 0.717496 SUCCESS   8
000010011    1    3    1    4    1    1    4    0 17.341000 0.026748 SUCCESS   9
000010101    1    1    3    0    3    0    0    0 10.453101 0.234652 SUCCESS  10
000010111    0    0    2    1    2    1    3    2  6.868480 0.550887 SUCCESS  11
000011001    2    2    2    0    0    0    1    5 17.536284 0.024985 SUCCESS  12
000011011    0    1    1    0    1    1    1    0  3.869712 0.868683 SUCCESS  13
000011101    1    3    0    1    2    0    4    2 12.952074 0.113509 SUCCESS  14
000011111    0    2    1    3    1    0    1    0  7.063764 0.529769 SUCCESS  15
000100011    0    3    2    0    1    1    2    2  6.868480 0.550887 SUCCESS  16
000100101    2    0    2    1    1    1    1    2  2.979349 0.935647 SUCCESS  17
000100111    0    2    1    3    2    1    5    1 17.341000 0.026748 SUCCESS  18
000101001    2    0    1    0    1    3    0    3  9.758022 0.282422 SUCCESS  19
000101011    2    2    6    0    1    3    0    0 27.009215 0.000704 FAILURE  20
000101101    1    1    1    1    0    0    1    0  3.869712 0.868683 SUCCESS  21
000101111    0    1    1    3    2    2    0    1  6.368685 0.606007 SUCCESS  22
000110011    1    2    3    0    2    2    1    4 12.256996 0.140100 SUCCESS  23
000110101    3    2    2    1    2    3    2    0  8.867659 0.353583 SUCCESS  24
000110111    1    2    0    1    1    0    1    1  3.174633 0.922925 SUCCESS  25
000111001    0    1    0    1    1    0    1    3  6.563969 0.584321 SUCCESS  26
000111011    4    2    0    1    2    2    1    2 10.062533 0.260664 SUCCESS  27
000111101    0    0    1    1    1    1    1    0  3.869712 0.868683 SUCCESS  28
000111111    0    1    2    3    1    0    2    1  6.368685 0.606007 SUCCESS  29
001000011    1    1    0    2    0    0    2    1  4.869301 0.771450 SUCCESS  30
001000101    2    1    2    1    0    1    0    1  3.674427 0.885239 SUCCESS  31
001000111    0    1    2    0    0    1    3    2  7.563559 0.477220 SUCCESS  32
001001011    2    0    2    1    1    0    3    4 12.952074 0.113509 SUCCESS  33
001001101    0    1    0    3    2    2    1    1  6.368685 0.606007 SUCCESS  34
001001111    1    0    1    1    1    1    3    1  4.174222 0.841072 SUCCESS  35
001010011    5    2    1    1    1    3    0    2 17.341000 0.026748 SUCCESS  36
001010101    1    0    1    0    2    1    1    0  4.369506 0.822342 SUCCESS  37
001010111    2    1    3    0    1    1    1    1  4.674017 0.791781 SUCCESS  38
001011011    2    1    0    1    1    0    0    0  5.564380 0.695897 SUCCESS  39
001011101    0    1    2    2    1    0    2    3  6.868480 0.550887 SUCCESS  40
001011111    1    0    2    4    2    1    0    1 10.257817 0.247395 SUCCESS  41
001100101    2    0    1    1    1    1    1    1  1.979759 0.981626 SUCCESS  42
001100111    0    1    2    0    1    2    1    2  4.174222 0.841072 SUCCESS  43
001101011    1    2    0    2    1    2    1    3  5.673606 0.683739 SUCCESS  44
001101101    1    1    0    3    2    3    1    0  8.563148 0.380476 SUCCESS  45
001101111    0    3    1    1    3    0    1    1  8.063354 0.427306 SUCCESS  46
001110101    0    3    0    3    1    0    5    1 21.425416 0.006099 FAILURE  47
001110111    1    3    1    0    3    3    0    0 11.952485 0.153337 SUCCESS  48
001111011    1    0    0    1    0    3    2    1  7.063764 0.529769 SUCCESS  49
001111101    2    3    2    1    2    1    1    0  5.673606 0.683739 SUCCESS  50
001111111    2    1    0    3    0    1    2    1  6.368685 0.606007 SUCCESS  51
010000011    2    2    1    1    3    0    0    1  6.368685 0.606007 SUCCESS  52
010000111    1    1    0    2    0    0    2    1  4.869301 0.771450 SUCCESS  53
010001011    0    1    2    4    0    1    0    1 10.952895 0.204383 SUCCESS  54
010001111    1    1    3    2    0    0    2    0  7.563559 0.477220 SUCCESS  55
010010011    1    1    0    1    0    1    3    0  6.563969 0.584321 SUCCESS  56
010010111    3    0    3    2    2    0    2    3 12.256996 0.140100 SUCCESS  57
010011011    1    3    1    2    2    0    1    1  5.173812 0.738848 SUCCESS  58
010011111    3    1    0    1    1    2    1    4 11.257406 0.187536 SUCCESS  59
010100011    1    0    2    0    1    3    0    1  7.063764 0.529769 SUCCESS  60
010100111    3    2    1    0    1    3    1    3 10.062533 0.260664 SUCCESS  61
010101011    1    0    0    0    1    1    1    0  5.064585 0.750651 SUCCESS  62
010101111    1    0    2    0    1    0    3    0  8.258638 0.408622 SUCCESS  63
010110011    2    2    1    4    1    3    0    2 12.256996 0.140100 SUCCESS  64
010110111    3    2    0    1    1    0    0    0  8.258638 0.408622 SUCCESS  65
010111011    2    1    2    2    1    1    0    2  3.479143 0.900802 SUCCESS  66
010111111    1    0    2    4    1    0    2    1 10.257817 0.247395 SUCCESS  67
011000111    2    0    0    3    3    1    1    1  8.563148 0.380476 SUCCESS  68
011001111    2    1    3    0    1    3    1    2  7.868069 0.446463 SUCCESS  69
011010111    0    1    2    1    1    2    1    1  2.479554 0.962678 SUCCESS  70
011011111    2    2    0    0    2    2    2    0  6.368685 0.606007 SUCCESS  71
011101111    2    0    2    0    1    4    0    1 11.452690 0.177344 SUCCESS  72
011111111    1    1    1    2    0    1    1    0  3.174633 0.922925 SUCCESS  73
100000000    1    1    1    1    3    0    1    0  5.369096 0.717496 SUCCESS  74
100010000    2    2    0    1    1    1    3    1  5.173812 0.738848 SUCCESS  75
100100000    2    2    1    1    1    1    0    2  2.979349 0.935647 SUCCESS  76
100101000    1    0    1    0    1    1    1    3  5.369096 0.717496 SUCCESS  77
100110000    0    1    2    1    2    3    1    1  5.173812 0.738848 SUCCESS  78
100111000    0    2    2    1    5    1    0    2 16.341411 0.037746 SUCCESS  79
101000000    1    2    2    0    1    0    0    1  4.869301 0.771450 SUCCESS  80
101000100    1    1    0    0    1    2    2    2  4.174222 0.841072 SUCCESS  81
101001000    3    1    5    2    0    0    1    1 18.036079 0.020958 SUCCESS  82
101001100    2    1    4    1    2    2    0    2 10.062533 0.260664 SUCCESS  83
101010000    0    0    2    1    3    0    0    1  8.258638 0.408622 SUCCESS  84
101010100    0    0    5    2    2    2    0    1 17.536284 0.024985 SUCCESS  85
101011000    1    3    2    1    1    2    2    1  4.478733 0.811557 SUCCESS  86
101011100    2    1    1    1    2    0    1    1  2.479554 0.962678 SUCCESS  87
101100000    1    2    0    0    1    0    3    1  7.063764 0.529769 SUCCESS  88
101100100    2    1    1    1    0    1    1    2  2.479554 0.962678 SUCCESS  89
101101000    1    0    0    1    1    1    0    0  5.064585 0.750651 SUCCESS  90
101101100    0    0    2    0    0    1    0    1  6.759253 0.562816 SUCCESS  91
101110000    1    1    3    3    2    0    1    1  7.368275 0.497469 SUCCESS  92
101110100    2    3    1    0    0    2    2    4 13.451869 0.097219 SUCCESS  93
101111000    1    4    1    1    1    1    1    0  8.063354 0.427306 SUCCESS  94
101111100    0    1    0    1    1    1    1    1  2.674838 0.953079 SUCCESS  95
110000000    1    1    2    1    1    1    3    0  4.674017 0.791781 SUCCESS  96
110000010    0    1    2    2    2    1    2    0  4.674017 0.791781 SUCCESS  97
110000100    1    1    0    2    1    2    1    3  5.173812 0.738848 SUCCESS  98
110001000    1    4    2    2    1    0    3    0 12.952074 0.113509 SUCCESS  99
110001010    1    1    3    0    2    3    1    0  8.563148 0.380476 SUCCESS 100
110010000    2    3    0    1    1    0    1    3  8.563148 0.380476 SUCCESS 101
110010010    4    2    3    1    0    0    1    2 12.952074 0.113509 SUCCESS 102
110010100    3    1    0    2    2    1    2    1  5.673606 0.683739 SUCCESS 103
110011000    2    1    2    1    2    3    1    2  4.978528 0.759869 SUCCESS 104
110011010    1    0    2    3    1    0    0    4 13.647153 0.091439 SUCCESS 105
110100000    2    3    0    0    0    0    0    1  9.453511 0.305493 SUCCESS 106
110100010    2    1    1    2    0    3    1    2  5.673606 0.683739 SUCCESS 107
110100100    4    1    4    0    0    0    4    2 24.119674 0.002188 FAILURE 108
110101000    0    0    1    0    2    1    2    1  4.869301 0.771450 SUCCESS 109
110101010    0    0    4    2    1    2    0    1 11.452690 0.177344 SUCCESS 110
110101100    2    4    1    3    2    1    3    3 15.950843 0.043089 SUCCESS 111
110110000    0    0    0    0    1    0    1    2  6.759253 0.562816 SUCCESS 112
110110010    1    2    2    2    0    3    1    2  6.173401 0.627815 SUCCESS 113
110110100    2    0    0    2    0    0    0    1  7.259048 0.508959 SUCCESS 114
110111000    0    2    2    3    2    1    0    0  8.063354 0.427306 SUCCESS 115
110111010    4    2    0    0    2    1    1    1 10.257817 0.247395 SUCCESS 116
110111100    2    4    0    1    0    1    1    0 10.952895 0.204383 SUCCESS 117
111000000    0    0    4    4    3    0    4    0 27.509010 0.000577 FAILURE 118
111000010    1    1    0    1    2    0    0    4 10.952895 0.204383 SUCCESS 119
111000100    0    2    0    4    0    0    2    0 13.842437 0.085966 SUCCESS 120
111000110    3    0    0    2    3    2    1    1  9.062943 0.337014 SUCCESS 121
111001000    1    1    0    1    1    0    0    1  3.869712 0.868683 SUCCESS 122
111001010    1    2    0    1    2    1    0    0  4.869301 0.771450 SUCCESS 123
111001100    3    0    1    2    0    2    2    1  6.868480 0.550887 SUCCESS 124
111010000    1    1    0    1    1    0    0    1  3.869712 0.868683 SUCCESS 125
111010010    6    1    3    0    1    0    3    1 27.509010 0.000577 FAILURE 126
111010100    0    1    1    2    0    1    1    0  4.369506 0.822342 SUCCESS 127
111010110    1    2    1    1    2    0    5    2 15.146537 0.056358 SUCCESS 128
111011000    0    1    1    1    2    1    1    1  1.979759 0.981626 SUCCESS 129
111011010    3    1    1    0    0    1    1    2  5.868891 0.661915 SUCCESS 130
111011100    1    3    1    2    5    1    1    0 16.841206 0.031806 SUCCESS 131
111100000    1    1    1    2    1    0    6    0 22.620289 0.003888 FAILURE 132
111100010    1    3    1    3    1    2    1    0  7.368275 0.497469 SUCCESS 133
111100100    0    1    2    2    0    0    0    3  8.758432 0.363082 SUCCESS 134
111100110    2    0    1    1    0    1    1    0  4.369506 0.822342 SUCCESS 135
111101000    1    0    1    1    2    2    0    2  4.174222 0.841072 SUCCESS 136
111101010    0    0    2    1    0    1    1    0  5.564380 0.695897 SUCCESS 137
111101100    0    1    1    1    2    0    1    2  3.674427 0.885239 SUCCESS 138
111101110    1    0    1    0    1    4    1    0 10.453101 0.234652 SUCCESS 139
111110000    1    2    1    2    0    0    4    2 10.757611 0.215815 SUCCESS 140
111110010    0    0    1    1    0    0    0    1  6.259459 0.618194 SUCCESS 141
111110100    4    2    2    0    3    1    0    1 12.952074 0.113509 SUCCESS 142
111110110    0    3    1    2    2    0    0    2  8.063354 0.427306 SUCCESS 143
111111000    4    1    0    5    0    1    5    0 34.787478 0.000029 FAILURE 144
111111010    0    0    2    1    2    1    1    1  3.674427 0.885239 SUCCESS 145
111111100    2    1    1    3    0    1    3    0  8.563148 0.380476 SUCCESS 146
111111110    1    1    1    2    0    1    1    0  3.174633 0.922925 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 1.205078	M = 625	N = 8	m = 9	n = 5000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    0    0    1    1    0    2    0    2  6.064175 0.640043 SUCCESS   0
000000011    0    0    1    0    0    2    0    1  6.759253 0.562816 SUCCESS   1
000000101    1    1    0    1    2    2    1    2  2.979349 0.935647 SUCCESS   2
000000111    0    0    0    0    0    5    2    2 19.426237 0.012739 SUCCESS   3
000001001    1    0    2    1    1    2    1    2  2.979349 0.935647 SUCCESS   4
000001011    1    2    0    1    1    1    1    2  2.479554 0.962678 SUCCESS   5
000001101    2    0    1    1    0    2    0    3  7.563559 0.477220 SUCCESS   6
000001111    0    0    2    0    1    3    1    2  7.563559 0.477220 SUCCESS   7
000010001    2    0    3    3    1    1    2    1  7.868069 0.446463 SUCCESS   8
000010011    0    0    2    0    2    3    0    2  9.258227 0.320983 SUCCESS   9
000010101    1    1    3    1    0    1    0    0  6.563969 0.584321 SUCCESS  10
000010111    0    2    2    1    0    0    1    4 11.452690 0.177344 SUCCESS  11
000011001    0    2    1    0    2    0    3    0  8.758432 0.363082 SUCCESS  12
000011011    0    2    1    1    0    1    0    2  4.869301 0.771450 SUCCESS  13
000011101    1    0    1    2    0    0    4    1 10.952895 0.204383 SUCCESS  14
000011111    0    1    2    0    0    3    0    2  8.758432 0.363082 SUCCESS  15
000100011    3    1    3    2    1    0    2    0  9.062943 0.337014 SUCCESS  16
000100101    4    0    2    0    1    1    1    0 10.952895 0.204383 SUCCESS  17
000100111    2    1    3    0    2    0    0    0  8.758432 0.363082 SUCCESS  18
000101001    1    1    0    1    2    0    3    0  7.063764 0.529769 SUCCESS  19
000101011    0    1    1    0    0    2    0    1  5.564380 0.695897 SUCCESS  20
000101101    1    2    0    1    2    0    0    1  4.869301 0.771450 SUCCESS  21
000101111    0    2    1    2    0    1    2    2  4.674017 0.791781 SUCCESS  22
000110011    0    3    1    1    1    1    3    0  8.063354 0.427306 SUCCESS  23
000110101    1    2    3    0    0    1    0    0  8.258638 0.408622 SUCCESS  24
000110111    0    2    2    2    2    1    2    5 16.146127 0.040336 SUCCESS  25
000111001    1    1    1    1    3    1    2    0  4.674017 0.791781 SUCCESS  26
000111011    2    1    1    2    1    0    3    2  5.673606 0.683739 SUCCESS  27
000111101    2    0    3    1    0    1    4    0 13.647153 0.091439 SUCCESS  28
000111111    1    2    2    2    0    1    2    1  3.479143 0.900802 SUCCESS  29
001000011    1    1    0    1    0    1    2    2  3.674427 0.885239 SUCCESS  30
001000101    0    0    1    2    1    2    2    2  4.674017 0.791781 SUCCESS  31
001000111    4    0    4    0    1    0    2    0 18.731158 0.016365 SUCCESS  32
001001011    1    1    1    1    2    1    2    0  2.479554 0.962678 SUCCESS  33
001001101    1    0    0    1    0    1    0    0  6.259459 0.618194 SUCCESS  34
001001111    1    0    1    1    1    0    1    0  3.869712 0.868683 SUCCESS  35
001010011    1    1    1    1    1    0    1    2  1.979759 0.981626 SUCCESS  36
001010101    1    0    1    3    2    1    0    1  5.868891 0.661915 SUCCESS  37
001010111    3    0    0    0    0    0    0    2 10.648385 0.222429 SUCCESS  38
001011011    0    1    0    2    2    0    0    1  6.064175 0.640043 SUCCESS  39
001011101    1    1    2    2    0    1    1    2  2.979349 0.935647 SUCCESS  40
001011111    2    2    0    5    2    2    1    1 15.646332 0.047731 SUCCESS  41
001100101    2    0    2    1    1    0    0    1  4.869301 0.771450 SUCCESS  42
001100111    0    4    1    1    1    3    2    0 12.452280 0.132136 SUCCESS  43
001101011    1    0    1    1    1    1    1    0  2.674838 0.953079 SUCCESS  44
001101101    0    1    1    1    2    2    1    0  3.674427 0.885239 SUCCESS  45
001101111    1    1    1    1    2    1    6    2 20.730337 0.007899 FAILURE  46
001110101    1    1    3    1    0    2    1    1  4.674017 0.791781 SUCCESS  47
001110111    1    1    3    1    1    0    1    1  4.174222 0.841072 SUCCESS  48
001111011    5    1    2    1    0    2    4    3 23.924389 0.002360 FAILURE  49
001111101    0    2    1    0    1    4    1    0 10.952895 0.204383 SUCCESS  50
001111111    1    0    1    3    1    0    2    0  7.063764 0.529769 SUCCESS  51
010000011    2    1    0    0    2    0    1    4 11.452690 0.177344 SUCCESS  52
010000111    0    1    1    1    1    1    4    0  9.258227 0.320983 SUCCESS  53
010001011    1    2    1    2    3    1    1    3  6.673196 0.572267 SUCCESS  54
010001111    2    1    4    0    0    2    1    0 11.452690 0.177344 SUCCESS  55
010010011    1    1    0    1    1    0    0    1  3.869712 0.868683 SUCCESS  56
010010111    1    1    1    2    3    2    2    0  5.673606 0.683739 SUCCESS  57
010011011    1    0    0    1    1    3    3    0  9.258227 0.320983 SUCCESS  58
010011111    1    0    0    1    1    0    0    0  6.259459 0.618194 SUCCESS  59
010100011    0    2    3    1    0    2    1    1  6.368685 0.606007 SUCCESS  60
010100111    2    0    2    2    0    0    0    2  7.063764 0.529769 SUCCESS  61
010101011    1    0    1    2    2    1    0    1  3.674427 0.885239 SUCCESS  62
010101111    3    1    1    1    0    0    0    1  6.563969 0.584321 SUCCESS  63
010110011    2    2    2    0    2    2    0    3  7.868069 0.446463 SUCCESS  64
010110111    0    0    0    2    2    1    0    1  6.064175 0.640043 SUCCESS  65
010111011    1    0    2    2    0    2    0    1  5.369096 0.717496 SUCCESS  66
010111111    4    0    0    5    0    0    1    4 30.398552 0.000180 FAILURE  67
011000111    0    4    1    3    1    2    0    1 12.452280 0.132136 SUCCESS  68
011001111    2    2    0    1    0    3    3    0 10.257817 0.247395 SUCCESS  69
011010111    1    0    0    1    2    0    1    1  4.369506 0.822342 SUCCESS  70
011011111    0    0    1    2    2    2    5    3 19.035669 0.014670 SUCCESS  71
